Id,Prediction,Date,File,StartTime,ElapsedTime,BusyTime,Commands,editOrInsertPercentage,debugPercentage,navigationPercentage,focusPercentage,removePercentage,editPercentage,COMMAND_RATE,NAVIGATION_RATE,DEBUG_RATE,FOCUS_RATE,EDIT_RATE,REMOVE_RATE,INSERT_RATE,webLinkTimes,Web Page Visits
1,,Tue Oct 10 13:43:04 EDT 2023,example.pl,1696959784132,27629,0,(F)6(I)1(F)4(I)6(F)2(I)4,47.82608695652174,0.0,0.0,52.17391304347826,0.0,0.0,0.8518518518518519,0.0,0.0,0.4444444444444444,0.0,0.0,0.4074074074074074,0.0,[]
,/modelData/A0UserStudy2010.arff,Tue Oct 10 13:43:04 EDT 2023,example.pl, 1696959784132
2,,Tue Oct 10 13:43:31 EDT 2023,example.pl,1696959811849,6064,6064,(I)8(F)2(I)15,92.0,0.0,0.0,8.0,0.0,0.0,4.166666666666667,0.0,0.0,0.3333333333333333,0.0,0.0,3.8333333333333335,0.0,[]
3,,Tue Oct 10 13:43:38 EDT 2023,example.pl,1696959818013,51120,0,(I)7(F)4(I)4(F)6,52.38095238095239,0.0,0.0,47.61904761904761,0.0,0.0,0.4117647058823529,0.0,0.0,0.19607843137254902,0.0,0.0,0.21568627450980393,0.0,[]
4,,Tue Oct 10 13:44:31 EDT 2023,example.pl,1696959871497,63553,0,(F)4(I)1(R)1(I)1(R)1(I)1(F)6(D)1(F)2,16.666666666666664,5.555555555555555,0.0,66.66666666666666,11.11111111111111,0.0,0.2857142857142857,0.0,0.015873015873015872,0.19047619047619047,0.0,0.031746031746031744,0.047619047619047616,0.0,[]
5,,Tue Oct 10 13:45:40 EDT 2023,example.pl,1696959940900,19869095,0,(F)6(D)1(F)5,0.0,8.333333333333332,0.0,91.66666666666666,0.0,0.0,6.039559112184811E-4,0.0,5.032965926820676E-5,5.536262519502743E-4,0.0,0.0,0.0,0.0,[]
6,,Tue Oct 10 20:00:56 EDT 2023,Greeting.pl,1696982456270,3119867,0,(F)7(I)3(R)2(F)2(I)3(D)1,33.33333333333333,5.555555555555555,0.0,50.0,11.11111111111111,0.0,0.005771080474511061,0.0,3.206155819172812E-4,0.0028855402372555306,0.0,6.412311638345624E-4,0.0019236934915036871,0.0,[]
7,,Tue Oct 10 20:52:58 EDT 2023,Greeting.pl,1696985578969,85730,0,(I)3(F)2(D)1(F)2(D)1(F)2,27.27272727272727,18.181818181818183,0.0,54.54545454545454,0.0,0.0,0.12941176470588237,0.0,0.023529411764705882,0.07058823529411765,0.0,0.0,0.03529411764705882,0.0,[]
8,,Tue Oct 10 20:54:25 EDT 2023,Greeting.pl,1696985665117,148178,0,(I)1(F)15,6.25,0.0,0.0,93.75,0.0,0.0,0.10810810810810811,0.0,0.0,0.10135135135135136,0.0,0.0,0.006756756756756757,0.0,[]
9,,Tue Oct 10 20:57:12 EDT 2023,Greeting.pl,1696985832972,89474,0,(F)1(D)1(F)7,0.0,11.11111111111111,0.0,88.88888888888889,0.0,0.0,0.10112359550561797,0.0,0.011235955056179775,0.0898876404494382,0.0,0.0,0.0,0.0,[]
